item_ref,object_name,categories,constraints,type,max_field_size,field_name,description,foreign_key,expected_data,returns,cms,cms_field,cms_table,required_enabled,unique_enabled,primary_key,join_type,guidance
CLAE006A,ssd_cla_episodes,looked_after, ,nvarchar,255,clae_cla_episode_ceased_reason,Reason Episode Ceased, , ,SSDA903|AnnexA|RIIA,liquid_logic|mosaic,liquid_logic : clae_cla_episode_ceased_reason|mosaic : clae_cla_episode_ceased_reason,liquid_logic : ssd_cla_episodes|mosaic : ssd_cla_episodes, , , , ,"When an episode has ended and a further episode, in the same period of care, has started, use the code, X1. All other ‘reason episode ceased’ codes record the circumstances when a child ceases to be looked-after.
If a child ceases to be looked-after because he/she has turned 18, this can already be deduced from his/her date of birth. Therefore, the appropriate code below should be used to capture the destination of the young person.
X1   - Episode ceases, and new episode begins on same day, for any reason
E11 - Adopted - application for an adoption order unopposed
E12 - Adopted – consent dispensed with by the court
E2   - Died
E3   - Care taken over by another local authority in the UK
E4A - Returned home to live with parent(s), relative(s), or other person(s) with parental responsibility as part of the care planning process (not under a special guardianship order or residence order/ child arrangement order).
E4B - Returned home to live with parent(s), relative(s), or other person(s) with parental responsibility which was not part of the current care planning process (not under a special guardianship order or residence order or (from 22 April 2014) a child arrangement order).
E13 - Left care to live with parent(s), relative(s), or other person(s) with no parental responsibility.
E41 - Residence order/ child arrangement order which sets out with whom the child is to live) granted
E45 - Special guardianship order made to former foster carer(s), who was/are a relative(s) or friend(s)
E46 - Special guardianship order made to former foster carer(s), other than relative(s) or friend(s)
E47 - Special guardianship order made to carer(s), other than former foster carer(s), who was/are a relative(s) or friend(s)
E48 - Special guardianship order made to carer(s), other than former foster carer(s), other than relative(s) or friend(s)
E5   - Moved into independent living arrangement and no longer looked-after: supportive accommodation providing formalised advice/support arrangements (such as most hostels, young men’s Christian association, foyers, staying close and care leavers projects). Includes both children leaving care before and at age 18
E6  - Moved into independent living arrangement and no longer looked-after: accommodation providing no formalised advice/support arrangements (such as bedsit, own flat, living with friend(s)). Includes both children leaving care before and at age 18
E7   - Transferred to residential care funded by adult social care services
E9   - Sentenced to custody
E14 - Accommodation on remand ended
E15 - Age assessment determined child is aged 18 or over and E5, E6 and E7 do not apply, such as an unaccompanied asylum-seeking child (UASC) whose age has been disputed
E16 - Child moved abroad
E17 - Aged 18 (or over) and remained with current carers (inc under staying put arrangements)
E8   - Period of being looked-after ceased for any other reason (where none of the other reasons apply)

Further detail on when some of the codes should be used is provided below:
E4A - Relates to a planned move where the child returns home as part of their agreed care plan. This return home has been discussed as part of the care planning process and happens within a planned timeframe.
E4B - Relates to an unplanned move - includes instances where the child’s return home is immediate (for example, within 24 hours) and has not been discussed as part of the care planning process or does not occur within the planned timeframe. This would include instances where a child under a voluntary arrangement is removed from care by their parents and this was not agreed as part of the care planning process.
E13 - Left care to live with parents, relatives, or other person with no parental responsibility – this code should be used if the child left care to live with parents, relatives or another person, but this person did not have parental responsibility.
E14 - Accommodation on remand ended – this code should be used if a child was remanded to youth detention accommodation and has stopped their episode of care because they are no longer remanded.
E15 - Age assessment determined child is aged 18 or over and E5, E6 and E7 do not apply, for example, an unaccompanied asylum seeking child whose age has been disputed – this code should be used if the episode of care ended because the age was disputed, an assessment revealed the child was 18 or over and the young person was not transferred to residential care and did not move into independent living arrangements.
E16 - Moved abroad – use this code if the child left care because they moved to another country, including when a child is deported.
E17 - Aged 18 (or over) and remained with current carers (inc under staying put arrangements) – use this code whenever the young person has ceased care and remains with their former carers, irrespective of placement type. Young people in foster care who are ‘staying put’ are only a subset of this group.
E8   - Period of being looked-after ceased for any other reason – this code should never be used purely because a child has reached the age of 18 as this can already be deduced from his/her date of birth. It should only be used when none of the alternative destinations listed are appropriate. E8 should also be used when a child turns 18 and continues to be missing.
If a looked-after child is sentenced to custody and placed in a secure children’s home, secure training centre or young offenders’ institution, their status in that setting depends on the legislative framework under which the custodial sentence is applied. If the child is subject to a Care Order (Section 31 Children Act 1989) then they remain looked-after regardless of being sentenced to custody. If the child is accommodated in care by a voluntary agreement under Section 20 of the Children Act 1989, then they cease to be looked-after when they are admitted to custody."
CLAE010A,ssd_cla_episodes,looked_after, ,nvarchar,48,clae_cla_id,CLA ID, , ,Local,liquid_logic|mosaic,liquid_logic : clae_cla_id|mosaic : clae_cla_id,liquid_logic : ssd_cla_episodes|mosaic : ssd_cla_episodes, , , , ,"System identifier for the whole period of care, encompassing all episodes included within that period of care."
CLAE011A,ssd_cla_episodes,looked_after, ,nvarchar,48,clae_referral_id,Referral ID, , ,Local,liquid_logic|mosaic,liquid_logic : clae_referral_id|mosaic : clae_referral_id,liquid_logic : ssd_cla_episodes|mosaic : ssd_cla_episodes, , , , ,ID for linking to CIN Referral Episode
CLAE013A,ssd_cla_episodes,looked_after, ,nvarchar,48,clae_cla_placement_id,fk reference from cla_placements,ssd_cla_placements.clap_placement_id, ,Local,liquid_logic|mosaic,liquid_logic : clae_cla_placement_id|mosaic : clae_cla_placement_id,liquid_logic : ssd_cla_episodes|mosaic : ssd_cla_episodes, , , , ,ID for linking to CLA Placement record
CLAE014A,ssd_cla_episodes,looked_after, ,datetime,NULL,clae_entered_care_date,Date the child entered Care, , ,SSD903,liquid_logic|mosaic,liquid_logic : clae_entered_care_date|mosaic : clae_entered_care_date,liquid_logic : ssd_cla_episodes|mosaic : ssd_cla_episodes, , , , ,Start Date of the current Looked After period.
CLAE012A,ssd_cla_episodes,looked_after, ,datetime,NULL,clae_cla_last_iro_contact_date,Date of Last IRO Visit / Contact to the Child, , ,AnnexA,liquid_logic|mosaic,liquid_logic : clae_cla_last_iro_contact_date|mosaic : clae_cla_last_iro_contact_date,liquid_logic : ssd_cla_episodes|mosaic : ssd_cla_episodes, , , , ,Date of Last IRO Visit/ Contact to the Child
CLAC001A,ssd_cla_convictions,looked_after|convictions, ,nvarchar,48,clac_cla_conviction_id,Conviction ID, , ,Local,liquid_logic|mosaic,liquid_logic : clac_cla_conviction_id|mosaic : clac_cla_conviction_id,liquid_logic : ssd_cla_convictions|mosaic : ssd_cla_convictions, , ,Yes, ,Row identifier for the ssd_cla_convictions table
CLAC002A,ssd_cla_convictions,looked_after|convictions, ,nvarchar,48,clac_person_id,Person Unique ID,ssd_cla_episodes.clae_person_id, ,Local,liquid_logic|mosaic|eclipse|caredirector|azeus,liquid_logic : clac_person_id|mosaic : clac_person_id,liquid_logic : ssd_cla_convictions|mosaic : ssd_cla_convictions,Yes, , , ,Person's ID generated in CMS Database
CLAC003A,ssd_cla_convictions,looked_after|convictions, ,datetime,NULL,clac_cla_conviction_date,Date of Offence, , ,SSDA903,liquid_logic|mosaic,liquid_logic : clac_cla_conviction_date|mosaic : clac_cla_conviction_date,liquid_logic : ssd_cla_convictions|mosaic : ssd_cla_convictions, , , , ,Date of Offence
CLAC004A,ssd_cla_convictions,looked_after|convictions, ,nvarchar,1000,clac_cla_conviction_offence,Description, , ,Local, , ,liquid_logic : ssd_cla_convictions|mosaic : ssd_cla_convictions, , , , ,Details of offence committed.
CLAH001A,ssd_cla_health,looked_after|health, ,nvarchar,48,clah_health_check_id,Health Check ID, , ,Local, , ,liquid_logic : ssd_cla_health|mosaic : ssd_cla_health, , ,Yes, ,Row identifier for the ssd_cla_health table
CLAH002A,ssd_cla_health,looked_after|health, ,nvarchar,48,clah_person_id,Person Unique ID,ssd_cla_episodes.clae_person_id, ,Local,liquid_logic|mosaic|eclipse|caredirector|azeus,liquid_logic : clah_person_id|mosaic : clah_person_id,liquid_logic : ssd_cla_health|mosaic : ssd_cla_health,Yes, , , ,Person's ID generated in CMS Database
CLAH003A,ssd_cla_health,looked_after|health, ,nvarchar,500,clah_health_check_type,Health surveillance checks/ Health Assessment/ Dental Check, , ,SSDA903|AnnexA,liquid_logic|mosaic,liquid_logic : clah_health_check_type|mosaic : clah_health_check_type,liquid_logic : ssd_cla_health|mosaic : ssd_cla_health, , , , ,"Health Check/ Assessment Type e.g. Health Assessment, Dental Check"
CLAH004A,ssd_cla_health,looked_after|health, ,datetime,NULL,clah_health_check_date,Date of Last Health Assessment, , ,SSDA903|AnnexA,liquid_logic|mosaic,liquid_logic : clah_health_check_date|mosaic : clah_health_check_date,liquid_logic : ssd_cla_health|mosaic : ssd_cla_health, , , , ,Date of Health Check/ Assessment
CLAH005A,ssd_cla_health,looked_after|health, ,nvarchar,48,clah_health_check_status, , , ,SSDA903|AnnexA,liquid_logic|mosaic,liquid_logic : clah_health_check_status|mosaic : clah_health_check_status,liquid_logic : ssd_cla_health|mosaic : ssd_cla_health, , , , ,"Status of Health Check
Code set
Planned
Refused
Cancelled
Completed"
CLAI002A,ssd_cla_immunisations,looked_after|health|immunisations, ,nvarchar,48,clai_person_id,Person Unique ID,ssd_cla_episodes.clae_person_id, ,Local,liquid_logic|mosaic|eclipse|caredirector|azeus,liquid_logic : clai_person_id|mosaic : clai_person_id,liquid_logic : ssd_cla_immunisations|mosaic : ssd_cla_immunisations,Yes, , , ,"Person's ID generated in CMS Database, Row identifier for the ssd_cla_immunisations table"
CLAI004A,ssd_cla_immunisations,looked_after|health|immunisations, ,nchar,1,clai_immunisations_status,Immunisations up to Date, , ,SSDA903,liquid_logic|mosaic,liquid_logic : clai_immunisations_status|mosaic : clai_immunisations_status,liquid_logic : ssd_cla_immunisations|mosaic : ssd_cla_immunisations, , , , ,Immunisations up to date? Y/N
CLAI005A,ssd_cla_immunisations,looked_after|health|immunisations, ,datetime,NULL,clai_immunisations_status_date,Immunisations Last Updated Date, , ,Local, ,liquid_logic : clai_immunisations_status_date|mosaic : clai_immunisations_status_date,liquid_logic : ssd_cla_immunisations|mosaic : ssd_cla_immunisations, , , , ,Immunisations status last updated
CLAS001A,ssd_cla_substance_misuse,looked_after|health|substance_misuse, ,nvarchar,48,clas_substance_misuse_id,Substance Misuse ID, , ,Local,liquid_logic|mosaic, ,liquid_logic : ssd_cla_substance_misuse|mosaic : ssd_cla_substance_misuse, , ,Yes, ,Row identifier for the ssd_substance_misuse table
CLAS002A,ssd_cla_substance_misuse,looked_after|health|substance_misuse, ,nvarchar,48,clas_person_id,Person Unique ID,ssd_cla_episodes.clae_person_id, ,Local,liquid_logic|mosaic|eclipse|caredirector|azeus,liquid_logic : clas_person_id|mosaic : clas_person_id,liquid_logic : ssd_cla_substance_misuse|mosaic : ssd_cla_substance_misuse,Yes, , , ,Person's ID generated in CMS Database
CLAS003A,ssd_cla_substance_misuse,looked_after|health|substance_misuse, ,datetime,NULL,clas_substance_misuse_date,Date of substance misuse, , ,SSDA903,liquid_logic|mosaic, ,liquid_logic : ssd_cla_substance_misuse|mosaic : ssd_cla_substance_misuse, , , , ,Date of substance misuse
CLAS004A,ssd_cla_substance_misuse,looked_after|health|substance_misuse, ,nchar,100,clas_substance_misused,Substance misused, , ,Local,liquid_logic|mosaic,liquid_logic : clas_substance_misused|mosaic : clas_substance_misused,liquid_logic : ssd_cla_substance_misuse|mosaic : ssd_cla_substance_misuse, , , , ,Substance that was being misused
CLAS005A,ssd_cla_substance_misuse,looked_after|health|substance_misuse, ,nchar,1,clas_intervention_received,Child received intervention for substance misuse problem, , ,SSDA903,liquid_logic|mosaic,liquid_logic : clas_intervention_received|mosaic : clas_intervention_received,liquid_logic : ssd_cla_substance_misuse|mosaic : ssd_cla_substance_misuse, , , , ,Did child receive intervention for substance misuse problem?
CLAP001A,ssd_cla_placement,looked_after|placement, ,nvarchar,48,clap_cla_placement_id,Placement ID, , ,Local,liquid_logic|mosaic,liquid_logic : clap_cla_placement_id|mosaic : clap_cla_placement_id,liquid_logic : ssd_cla_placement|mosaic : ssd_cla_placement,Yes,Yes,Yes, ,Row identifier for the ssd_cla_placement table
CLAP003A,ssd_cla_placement,looked_after|placement, ,datetime,NULL,clap_cla_placement_start_date,Placement Start Date, , ,SSDA903|AnnexA,liquid_logic|mosaic,liquid_logic : clap_cla_placement_start_date|mosaic : clap_cla_placement_start_date,liquid_logic : ssd_cla_placement|mosaic : ssd_cla_placement, , , , ,"This item records the date that each placement began. Where placements are consecutive, the new placement must start on the same day that the previous placement ended."
CLAP004A,ssd_cla_placement,looked_after|placement, ,nvarchar,100,clap_cla_placement_type,Placement Type, , ,SSDA903|AnnexA,liquid_logic|mosaic,liquid_logic : clap_cla_placement_type|mosaic : clap_cla_placement_type,liquid_logic : ssd_cla_placement|mosaic : ssd_cla_placement, , , , ,"This category can be defined, in a broad sense, as indicating where the child is living.
Code set
A3 - Placed for adoption with parental/guardian consent with current foster carer(s) (S19 Adoption and Children Act 2002) or with a freeing order where parental/guardian consent has been given (S18(1)(a) Adoption Act 1976)
A4 - Placed for adoption with parental/guardian consent not with current foster carer(s) (S19 Adoption and Children Act 2002) or with a freeing order where parental/guardian consent has been given (S18(1)(a) Adoption Act 1976)
A5 - Placed for adoption with placement order with current foster carer(s) (S21  Adoption and Children Act 2002) or with a freeing order where parental/guardian consent was dispensed with (S18(1)(b) Adoption Act 1976)
A6 - Placed for adoption with placement order not with current foster carer(s) (S21 Adoption and Children Act 2002) or with a freeing order where parental/guardian consent was dispensed with (S18(1)(b) of the Adoption Act 1976)
H5 - Semi-independent living accommodation not subject to children’s homes regulations
K1 - Secure children’s homes
K2 - Children’s Homes subject to Children’s Homes Regulations
P1 - Placed with own parent(s) or other person(s) with parental responsibility
P2 - Independent living e.g. in a flat/ lodgings, bedsit, B&B or with friends, with or without formal support
P3 - Residential employment
R1 - Residential care home
R2 - National Health Service (NHS)/health trust or other establishment providing medical or nursing care
R3 - Family centre or mother and baby unit
R5 - Young offender institution (YOI)
S1 - All residential schools, except where dual-registered as a school and children’s home
T0 - All types of temporary move (see paragraphs above for further details)
T1 - Temporary periods in hospital
T2 - Temporary absences of the child on holiday
T3 - Temporary accommodation whilst normal foster carer(s) is/are on holiday
T4 - Temporary accommodation of seven days or less, for any reason, not covered by codes T1 to T3
U1 - Foster placement with relative(s) or friend(s) – long term fostering
U2 - Fostering placement with relative(s) or friend(s) who is/are also an approved adopter(s) – FFA/ concurrent planning
U3 - Fostering placement with relative(s) or friend(s) who is/are not long-term or FFA/ concurrent planning
U4 - Foster placement with other foster carer(s) – long term fostering
U5 - Foster placement with other foster carer(s) who is/are also an approved adopter(s) – FFA/ concurrent planning
U6 - Foster placement with other foster carer(s) – not long term or FFA/ concurrent planning
Z1 - Other placements (must be listed on a schedule sent to DfE with annual submission)"
CLAP005A,ssd_cla_placement,looked_after|placement, ,nvarchar,48,clap_cla_placement_urn,URN of Placement, , ,SSDA903|AnnexA,liquid_logic|mosaic,liquid_logic : clap_cla_placement_urn|mosaic : clap_cla_placement_urn,liquid_logic : ssd_cla_placement|mosaic : ssd_cla_placement, , , , ,"A new requirement was introduced in the collection year 2015 to 2016, to return the unique reference number (URN) where the setting is subject to Ofsted inspections.
For children’s homes this would be the URN of the individual home and for foster or adoptive placements this would be the URN of the relevant service or agency providing the placement. For larger providers with multiple settings or branches the precise URN for the particular setting or branch is required.
In some cases, it will be valid to provide different information to that registered with Ofsted, for example if a child is placed at the provider but at a different postcode to the main site. This could be the case if a child is residing in a dormitory with a different postcode to the registered site. Here the actual postcode where the child resides should be reported.
The URN is in the format SC999999 or 9999999 for newly registered providers. Note that secure training centres may have both a 6-digit education URN and a 7-digit social care URN and it is the 7-digit social care URN which should be returned in the SSDA903. Where local authorities are certain that a provider is not inspected by Ofsted but is inspected by the Care Quality Commission (CQC) or Independent Schools Inspectorate (ISI) then the code ‘XXXXXXX’ should be used. Similarly, the code ‘XXXXXXX’ should be used when the provider is a regional adoption agency.

Where placements are of a type or in a setting not inspected by Ofsted, such as placed with parents, then no URN is expected."
